"Date","Onkaparinga.R.Houlgraves.ML.d","Hahndorf.dissipator.ML.d","Catchment.flow.ML.d"
2001-07-26,87.965,0,87.965
2001-07-27,81.795,0,81.795
2001-07-28,123.541,66.33,57.211
2001-07-29,154.824,60.71,94.114
2001-07-30,87.794,0,87.794
2001-07-31,64.424,0,64.424
2001-08-01,63.516,0.02,63.496
2001-08-02,74.287,0,74.287
2001-08-03,62.341,0,62.341
2001-08-04,75.098,42.66,32.438
2001-08-05,141.806,68.07,73.736
2001-08-06,243.388,64.14,179.248
2001-08-07,133.828,0,133.828
2001-08-08,588.955,0.34,588.615
2001-08-09,367.767,0.01,367.757
2001-08-10,183.838,0.01,183.828
2001-08-11,200.682,101.79,98.892
2001-08-12,228.363,112.5,115.863
2001-08-13,203.521,94.07,109.451
2001-08-14,96.878,0,96.878
2001-08-15,75.106,0,75.106
2001-08-16,67.148,0,67.148
2001-08-17,316.364,0,316.364
2001-08-18,417.517,78.38,339.137
2001-08-19,555.311,90.01,465.301
2001-08-20,682.658,79.19,603.468
2001-08-21,868.35,46.91,821.44
2001-08-22,889.307,45.65,843.657
2001-08-23,726.229,45.15,681.079
2001-08-24,392.152,45.11,347.042
2001-08-25,306.081,59,247.081
2001-08-26,1141.748,67.52,1074.228
2001-08-27,1670.467,64.55,1605.917
2001-08-28,757.009,105.55,651.459
2001-08-29,616.002,113.96,502.042
2001-08-30,456.727,113.86,342.867
2001-08-31,380.134,112.54,267.594
2001-09-01,428.51,111.23,317.28
2001-09-02,799.319,112.5,686.819
2001-09-03,704.574,1.04,703.534
2001-09-04,572.129,0,572.129
2001-09-05,635.638,0,635.638
2001-09-06,353.885,0,353.885
2001-09-07,355.97,0,355.97
2001-09-08,3446.809,1.22,3445.589
2001-09-09,3881.915,0,3881.915
2001-09-10,2584.76,0,2584.76
2001-09-11,1516.756,0,1516.756
2001-09-12,931.397,0,931.397
2001-09-13,442.843,0,442.843
2001-09-14,297.743,0,297.743
2001-09-15,238.091,0,238.091
2001-09-16,197.239,0,197.239
2001-09-17,166.721,0,166.721
2001-09-18,142.977,0.13,142.847
2001-09-19,128.259,0,128.259
2001-09-20,116.375,0,116.375
2001-09-21,103.817,0,103.817
2001-09-22,96.85,2.41,94.44
2001-09-23,94.888,0,94.888
2001-09-24,95.616,0,95.616
2001-09-25,993.414,0.01,993.404
2001-09-26,1077.884,0,1077.884
2001-09-27,366.466,0,366.466
2001-09-28,229.69,0,229.69
2001-09-29,174.922,0.15,174.772
2001-09-30,140.307,0.3,140.007
2001-10-01,122.908,0.15,122.758
2001-10-02,154.301,0,154.301
2001-10-03,195.04,0,195.04
2001-10-04,359.559,0,359.559
2001-10-05,241.563,0,241.563
2001-10-06,183.752,0,183.752
2001-10-07,285.821,0,285.821
2001-10-08,272.336,0.01,272.326
2001-10-09,219.449,0,219.449
2001-10-10,173.798,0,173.798
2001-10-11,248.36,1.2,247.16
2001-10-12,248.565,0,248.565
2001-10-13,217.076,0,217.076
2001-10-14,238.575,0,238.575
2001-10-15,252.747,0,252.747
2001-10-16,172.259,0,172.259
2001-10-17,140.219,8.11,132.109
2001-10-18,160.077,0,160.077
2001-10-19,255.534,0,255.534
2001-10-20,162.694,0,162.694
2001-10-21,125.817,0,125.817
2001-10-22,107.502,0,107.502
2001-10-23,103.56,0.8,102.76
2001-10-24,106.838,0,106.838
2001-10-25,183.859,0,183.859
2001-10-26,363.191,0,363.191
2001-10-27,497.426,0,497.426
2001-10-28,286.159,0,286.159
2001-10-29,186.049,0,186.049
2001-10-30,145.164,0.8,144.364
2001-10-31,123.949,0,123.949
2001-11-01,138.836,0,138.836
2001-11-02,121.172,0,121.172
2001-11-03,100.168,0,100.168
2001-11-04,84.498,0,84.498
2001-11-05,78.297,0,78.297
2001-11-06,112.457,0,112.457
2001-11-07,133.908,0,133.908
2001-11-08,93.552,0,93.552
2001-11-09,76.514,0,76.514
2001-11-10,66.27,0.01,66.26
2001-11-11,61.196,0,61.196
2001-11-12,59.939,0,59.939
2001-11-13,62.85,0.01,62.84
2001-11-14,67.968,0,67.968
2001-11-15,60.026,0.01,60.016
2001-11-16,53.161,0,53.161
2001-11-17,48.23,0,48.23
2001-11-18,53.269,0,53.269
2001-11-19,65.593,0.01,65.583
2001-11-20,53.956,0.01,53.946
2001-11-21,44.14,0,44.14
2001-11-22,39.062,0,39.062
2001-11-23,37.474,0,37.474
2001-11-24,87.603,0,87.603
2001-11-25,112.104,0,112.104
2001-11-26,84.156,0,84.156
2001-11-27,65.02,0.02,65
2001-11-28,55.956,0,55.956
2001-11-29,49.836,0,49.836
2001-11-30,44.267,2.46,41.807
2001-12-01,39.396,0.07,39.326
2001-12-02,36.943,0.8,36.143
2001-12-03,40.393,0,40.393
2001-12-04,45.551,0,45.551
2001-12-05,50.888,0.01,50.878
2001-12-06,47.988,0,47.988
2001-12-07,83.268,0,83.268
2001-12-08,68.825,0,68.825
2001-12-09,56.654,0,56.654
2001-12-10,45.909,0,45.909
2001-12-11,39.038,0.02,39.018
2001-12-12,37.448,0.03,37.418
2001-12-13,36.432,0.04,36.392
2001-12-14,32.867,0,32.867
2001-12-15,29.841,0,29.841
2001-12-16,27.931,0,27.931
2001-12-17,25.631,0,25.631
2001-12-18,23.221,0,23.221
2001-12-19,20.868,0,20.868
2001-12-20,19.155,0,19.155
2001-12-21,16.134,0.04,16.094
2001-12-22,15.138,0,15.138
2001-12-23,13.797,0,13.797
2001-12-24,11.059,0,11.059
2001-12-25,11.318,0,11.318
2001-12-26,11.247,0,11.247
2001-12-27,13.583,0,13.583
2001-12-28,13.611,0,13.611
2001-12-29,12.061,0,12.061
2001-12-30,10.65,0,10.65
2001-12-31,9.006,0,9.006
2002-01-01,8.335,0,8.335
2002-01-02,8.629,0,8.629
2002-01-03,21.751,0,21.751
2002-01-04,19.067,0,19.067
2002-01-05,15.303,0,15.303
2002-01-06,13.135,0,13.135
2002-01-07,11.948,0,11.948
2002-01-08,11.281,0,11.281
2002-01-09,12.211,0.25,11.961
2002-01-10,11.602,0,11.602
2002-01-11,9.608,0,9.608
2002-01-12,7.62,0,7.62
2002-01-13,6.054,0,6.054
2002-01-14,5.13,0,5.13
2002-01-15,4.812,0,4.812
2002-01-16,4.398,0,4.398
2002-01-17,3.847,0.02,3.827
2002-01-18,3.262,0.04,3.222
2002-01-19,3.019,0,3.019
2002-01-20,2.555,0.01,2.545
2002-01-21,2.268,0,2.268
2002-01-22,2.208,0,2.208
2002-01-23,2.925,0,2.925
2002-01-24,7.182,0,7.182
2002-01-25,5.799,0.02,5.779
2002-01-26,5.221,0,5.221
2002-01-27,4.552,0,4.552
2002-01-28,3.608,0,3.608
2002-01-29,2.878,0,2.878
2002-01-30,2.807,0,2.807
2002-01-31,2.859,0,2.859
2002-02-01,2.744,0,2.744
2002-02-02,2.619,0,2.619
2002-02-03,2.192,0,2.192
2002-02-04,1.866,0,1.866
2002-02-05,1.625,0.02,1.605
2002-02-06,1.525,0.15,1.375
2002-02-07,1.452,0.02,1.432
2002-02-08,1.329,0,1.329
2002-02-09,1.265,0,1.265
2002-02-10,1.209,0,1.209
2002-02-11,1.085,0.02,1.065
2002-02-12,1.206,0,1.206
2002-02-13,1.238,0.11,1.128
2002-02-14,1.458,0,1.458
2002-02-15,1.486,0,1.486
2002-02-16,1.48,0,1.48
2002-02-17,1.25,0,1.25
2002-02-18,1.15,0,1.15
2002-02-19,1.459,0,1.459
2002-02-20,1.71,0,1.71
2002-02-21,0.78,0,0.78
2002-02-22,0.675,0,0.675
2002-02-23,0.648,0,0.648
2002-02-24,0.634,0,0.634
2002-02-25,0.648,0,0.648
2002-02-26,0.608,0.01,0.598
2002-02-27,0.569,0.04,0.529
2002-02-28,0.56,24.145,0
2002-03-01,0.546,48.25,0
2002-03-02,0.491,0,0.491
2002-03-03,0.467,0,0.467
2002-03-04,0.475,0,0.475
2002-03-05,0.483,0,0.483
2002-03-06,0.477,0,0.477
2002-03-07,0.467,0,0.467
2002-03-08,0.442,0,0.442
2002-03-09,0.407,0.67,0
2002-03-10,0.369,0,0.369
2002-03-11,0.316,0,0.316
2002-03-12,0.244,0,0.244
2002-03-13,0.156,69.68,0
2002-03-14,61.357,45.23,16.127
2002-03-15,57.016,45.07,11.946
2002-03-16,66.229,84.21,0
2002-03-17,107.587,113.08,0
2002-03-18,108.995,112.54,0
2002-03-19,108.983,112.54,0
2002-03-20,97.251,86.86,10.391
2002-03-21,90.479,73.49,16.989
2002-03-22,75.484,64.31,11.174
2002-03-23,57.213,56.98,0.233000000000004
2002-03-24,66.713,61.93,4.78299999999999
2002-03-25,55.869,23.87,31.999
2002-03-26,30.374,86.97,0
2002-03-27,130.764,135,0
2002-03-28,130.323,135.06,0
2002-03-29,130.088,135.01,0
2002-03-30,140.874,152.75,0
2002-03-31,152.514,157.51,0
2002-04-01,154.021,157.53,0
2002-04-02,154.697,157.71,0
2002-04-03,154.616,157.47,0
2002-04-04,153.439,158.52,0
2002-04-05,152.871,157.59,0
2002-04-06,129.118,101.27,27.848
2002-04-07,70.018,67.51,2.508
2002-04-08,70.925,67.51,3.41499999999999
2002-04-09,70.436,67.51,2.926
2002-04-10,70.757,67.55,3.20700000000001
2002-04-11,70.576,67.56,3.01599999999999
2002-04-12,70.334,67.87,2.464
2002-04-13,70.399,67.93,2.46899999999999
2002-04-14,70.82,67.51,3.30999999999999
2002-04-15,70.793,67.56,3.233
2002-04-16,71.281,67.52,3.76100000000001
2002-04-17,71.042,67.55,3.492
2002-04-18,71.003,67.52,3.483
2002-04-19,71.616,67.51,4.10599999999999
2002-04-20,70.969,67.54,3.42899999999999
2002-04-21,70.01,67.52,2.49000000000001
2002-04-22,80.599,86.62,0
2002-04-23,100.194,90.11,10.084
2002-04-24,100.222,90.04,10.182
2002-04-25,101.256,90.05,11.206
2002-04-26,101.774,90.55,11.224
2002-04-27,101.735,90.02,11.715
2002-04-28,100.367,90,10.367
2002-04-29,100.032,89.88,10.152
2002-04-30,100.619,133.34,0
2002-05-01,131.292,148.4,0
2002-05-02,76.818,0.09,76.728
2002-05-03,45.156,86.27,0
2002-05-04,104.724,110.22,0
2002-05-05,155.74,158.53,0
2002-05-06,127.043,112.66,14.383
2002-05-07,114.52,112.84,1.67999999999999
2002-05-08,114.737,112.89,1.84699999999999
2002-05-09,114.988,114.42,0.567999999999998
2002-05-10,116.816,112.61,4.206
2002-05-11,131.78,142.04,0
2002-05-12,158.511,157.56,0.950999999999993
2002-05-13,155.412,119.94,35.472
2002-05-14,71.379,45.94,25.439
2002-05-15,65.898,44.89,21.008
2002-05-16,60.007,7.78,52.227
2002-05-17,45.915,57.48,0
2002-05-18,112.925,57.89,55.035
2002-05-19,279.829,187.68,92.149
2002-05-20,549.517,202.77,346.747
2002-05-21,384.125,202.61,181.515
2002-05-22,267.278,202.57,64.708
2002-05-23,231.372,195.05,36.322
2002-05-24,228.083,200.8,27.283
2002-05-25,222.807,209.57,13.237
2002-05-26,220.717,202.61,18.107
2002-05-27,220.65,202.59,18.06
2002-05-28,212.89,196.7,16.19
2002-05-29,218.754,201.82,16.934
2002-05-30,217.028,202.64,14.388
2002-05-31,216.804,180.49,36.314
2002-06-01,167.718,158.34,9.37799999999999
2002-06-02,228.8,202.75,26.05
2002-06-03,228.27,202.49,25.78
2002-06-04,226.169,202.88,23.289
2002-06-05,225.292,202.55,22.742
2002-06-06,224.928,203.18,21.748
2002-06-07,225.001,202.51,22.491
2002-06-08,241.866,202.54,39.326
2002-06-09,260.695,202.59,58.105
2002-06-10,314.129,202.62,111.509
2002-06-11,294.728,214.33,80.398
2002-06-12,164.264,21.9,142.364
2002-06-13,84.688,0,84.688
2002-06-14,157.422,0,157.422
2002-06-15,279.422,92.11,187.312
2002-06-16,324.519,158.25,166.269
2002-06-17,290.504,149.3,141.204
2002-06-18,145.024,22.5,122.524
2002-06-19,97.62,22.54,75.08
2002-06-20,93.495,58.64,34.855
2002-06-21,101.586,69.42,32.166
2002-06-22,105.007,67.52,37.487
2002-06-23,115.257,67.53,47.727
2002-06-24,111.215,67.54,43.675
2002-06-25,106.827,67.52,39.307
2002-06-26,101.474,67.71,33.764
2002-06-27,98.096,68,30.096
2002-06-28,171.248,68.3,102.948
2002-06-29,185.711,66.13,119.581
2002-06-30,143.06,67.52,75.54
2002-07-01,122.544,67.5,55.044
2002-07-02,112.81,68.86,43.95
2002-07-03,118.53,67.52,51.01
2002-07-04,392.213,67.54,324.673
2002-07-05,360.079,66.94,293.139
2002-07-06,1151.523,68.09,1083.433
2002-07-07,932.384,67.53,864.854
2002-07-08,419.293,67.68,351.613
2002-07-09,208.141,67,141.141
2002-07-10,187.539,67.24,120.299
2002-07-11,175.441,67.47,107.971
2002-07-12,158.942,67.52,91.422
2002-07-13,148.145,67.52,80.625
2002-07-14,192.375,67.46,124.915
2002-07-15,213.692,67.46,146.232
2002-07-16,172.616,67.44,105.176
2002-07-17,165.776,67.56,98.216
2002-07-18,171.909,67.48,104.429
2002-07-19,162.208,67.49,94.718
2002-07-20,147.204,67.52,79.684
2002-07-21,138.148,67.5,70.648
2002-07-22,133.002,67.49,65.512
2002-07-23,117.493,38.82,78.673
2002-07-24,102.35,28.49,73.86
2002-07-25,98.604,22.71,75.894
2002-07-26,100.492,22.4,78.092
2002-07-27,119.434,55.9,63.534
2002-07-28,130.824,45.62,85.204
2002-07-29,148.043,16.41,131.633
2002-07-30,142.322,0.01,142.312
2002-07-31,100.076,0,100.076
2002-08-01,78.379,6.88,71.499
2002-08-02,106.02,67.88,38.14
2002-08-03,230.905,86.65,144.255
2002-08-04,257.764,68.84,188.924
2002-08-05,169.947,45.02,124.927
2002-08-06,141.142,44.85,96.292
2002-08-07,164.65,45.01,119.64
2002-08-08,200.769,80.32,120.449
2002-08-09,179.666,63.66,116.006
2002-08-10,141.595,41.15,100.445
2002-08-11,128.9,45.01,83.89
2002-08-12,173.761,45.03,128.731
2002-08-13,211.589,45.16,166.429
2002-08-14,180.165,45.23,134.935
2002-08-15,149.986,45.95,104.036
2002-08-16,135.931,45.01,90.921
2002-08-17,127.387,48.41,78.977
2002-08-18,120.065,45.03,75.035
2002-08-19,114.71,45.02,69.69
2002-08-20,111.536,45.02,66.516
2002-08-21,158.072,102.73,55.342
2002-08-22,199.117,135.67,63.447
2002-08-23,191.035,135.02,56.015
2002-08-24,186.736,137.28,49.456
2002-08-25,182.843,135.1,47.743
2002-08-26,182.091,135.08,47.011
2002-08-27,187.142,125.66,61.482
2002-08-28,160.686,134.97,25.716
2002-08-29,166.753,135.05,31.703
2002-08-30,205.588,135.08,70.508
2002-08-31,254.061,164.28,89.781
2002-09-01,243.617,135.24,108.377
2002-09-02,201.852,172.88,28.972
2002-09-03,256.894,176.54,80.354
2002-09-04,299.751,180.07,119.681
2002-09-05,302.944,180.13,122.814
2002-09-06,286.656,180.06,106.596
2002-09-07,265.069,180.09,84.979
2002-09-08,258.792,180.14,78.652
2002-09-09,267.058,181.22,85.838
2002-09-10,248.075,135.14,112.935
2002-09-11,217.392,134.66,82.732
2002-09-12,214.42,136.32,78.1
2002-09-13,235.451,184.24,51.211
2002-09-14,253.68,224.85,28.83
2002-09-15,250.877,224.88,25.997
2002-09-16,257.455,220.49,36.965
2002-09-17,243.941,179.9,64.041
2002-09-18,249.278,203.87,45.408
2002-09-19,330.583,224.25,106.333
2002-09-20,365.635,224.86,140.775
2002-09-21,307.344,224.98,82.364
2002-09-22,283.813,224.99,58.823
2002-09-23,273.286,225.05,48.236
2002-09-24,270.824,216.55,54.274
2002-09-25,276.81,225.04,51.77
2002-09-26,297.368,205.72,91.648
2002-09-27,306.6,218.4,88.2
2002-09-28,283.255,225.08,58.175
2002-09-29,205.638,225.1,0
2002-09-30,247.288,225.46,21.828
2002-10-01,268.176,225.5,42.676
2002-10-02,298.036,194.34,103.696
2002-10-03,376.876,149.71,227.166
2002-10-04,297.981,153.85,144.131
2002-10-05,249.795,191.3,58.495
2002-10-06,224.75,225.69,0
2002-10-07,236.389,226.29,10.099
2002-10-08,229.037,228.64,0.39700000000002
2002-10-09,183.055,234.67,0
2002-10-10,217.462,226.63,0
2002-10-11,256.965,200.98,55.985
2002-10-12,234.586,225.02,9.566
2002-10-13,235.132,227.44,7.69200000000001
2002-10-14,245.125,199.16,45.965
2002-10-15,265.084,225.59,39.494
2002-10-16,225.149,226.66,0
2002-10-17,226.68,219,7.68000000000001
2002-10-18,296.916,180.12,116.796
2002-10-19,305.077,181.02,124.057
2002-10-20,237.299,224.91,12.389
2002-10-21,242.469,195.26,47.209
2002-10-22,264.531,180.15,84.381
2002-10-23,259.321,180.06,79.261
2002-10-24,251.373,180.11,71.263
2002-10-25,251.506,180.11,71.396
2002-10-26,249.66,180.14,69.52
2002-10-27,258.57,184.87,73.7
2002-10-28,235.482,221.36,14.122
2002-10-29,236.658,225.13,11.528
2002-10-30,259.284,197.69,61.594
2002-10-31,311.935,181.34,130.595
2002-11-01,315.38,180.11,135.27
2002-11-02,311.28,193.51,117.77
2002-11-03,303.475,186.4,117.075
2002-11-04,238.873,225.42,13.453
2002-11-05,239.517,225.02,14.497
2002-11-06,243.441,225.08,18.361
2002-11-07,246.984,225.07,21.914
2002-11-08,249.938,229.41,20.528
2002-11-09,250.232,223.7,26.532
2002-11-10,248.224,225.1,23.124
2002-11-11,249.24,225.38,23.86
2002-11-12,233.813,213.16,20.653
2002-11-13,132.059,24.73,107.329
2002-11-14,21.14,0,21.14
2002-11-15,13.476,64.55,0
2002-11-16,195.901,227.59,0
2002-11-17,236.546,257.99,0
2002-11-18,260.648,269.98,0
2002-11-19,258.608,270.02,0
2002-11-20,259.327,269.95,0
2002-11-21,260.335,270.3,0
2002-11-22,258.72,232.73,25.99
2002-11-23,216.298,230.16,0
2002-11-24,263.326,270.02,0
2002-11-25,263.1,271.32,0
2002-11-26,304.851,220.69,84.161
2002-11-27,340.05,269.88,70.17
2002-11-28,285.105,266.7,18.405
2002-11-29,272.631,270.82,1.81099999999998
2002-11-30,265.321,281.91,0
2002-12-01,262.341,269.81,0
2002-12-02,161.827,65.61,96.217
2002-12-03,17.333,0.01,17.323
2002-12-04,122.031,214.65,0
2002-12-05,284.136,270.07,14.066
2002-12-06,307.153,271.8,35.353
2002-12-07,289.264,270.19,19.074
2002-12-08,285.649,270.27,15.379
2002-12-09,284.659,271.94,12.719
2002-12-10,284.844,303.75,0
2002-12-11,284.09,267.28,16.81
2002-12-12,283.047,270.24,12.807
2002-12-13,281.575,270.15,11.425
2002-12-14,279.996,266.86,13.136
2002-12-15,126.723,123.17,3.553
2002-12-16,277.855,270.15,7.70500000000004
2002-12-17,280.309,270.36,9.94900000000001
2002-12-18,222.854,220.91,1.94400000000002
2002-12-19,302.832,309.78,0
2002-12-20,313.828,315.05,0
2002-12-21,311.501,315.86,0
2002-12-22,312.553,314.47,0
2002-12-23,314.565,316.2,0
2002-12-24,315.123,316.15,0
2002-12-25,294.489,273.66,20.829
2002-12-26,280.511,285.7,0
2002-12-27,277.035,272.19,4.84500000000003
2002-12-28,275.996,270.06,5.93599999999998
2002-12-29,272.938,266.94,5.99799999999999
2002-12-30,279.31,270.15,9.16000000000003
2002-12-31,282.144,273.9,8.24400000000003
2003-01-01,286.732,273.2,13.532
2003-01-02,309.732,270.66,39.072
2003-01-03,285.251,270.02,15.231
2003-01-04,281.014,270,11.014
2003-01-05,280.334,270.1,10.234
2003-01-06,219.71,161.16,58.55
2003-01-07,179.205,215.34,0
2003-01-08,279.978,270.27,9.70800000000003
2003-01-09,280.438,270.05,10.388
2003-01-10,280.217,270.01,10.207
2003-01-11,192.483,177.63,14.853
2003-01-12,278.358,270.16,8.19799999999998
2003-01-13,278.779,270.25,8.529
2003-01-14,305.208,311.2,0
2003-01-15,298.358,294.16,4.19799999999998
2003-01-16,298.855,265.49,33.365
2003-01-17,138.365,188.46,0
2003-01-18,311.938,314.95,0
2003-01-19,311.242,315.34,0
2003-01-20,313.104,320.47,0
2003-01-21,315.167,315.17,0
2003-01-22,312.098,316.91,0
2003-01-23,312.555,318.63,0
2003-01-24,314.104,315.16,0
2003-01-25,313.137,315.2,0
2003-01-26,230.029,180.49,49.539
2003-01-27,263.83,291.17,0
2003-01-28,313.834,315.22,0
2003-01-29,315.897,315.01,0.887
2003-01-30,317.597,316.57,1.02699999999999
2003-01-31,315.906,325,0
2003-02-01,314.654,298.24,16.414
2003-02-02,236.331,246.19,0
2003-02-03,321.1,330,0
2003-02-04,340.748,346.91,0
2003-02-05,379.883,380,0
2003-02-06,389.181,390.16,0
2003-02-07,388.619,401.7,0
2003-02-08,388.726,408.7,0
2003-02-09,387.826,421.63,0
2003-02-10,390.078,407.81,0
2003-02-11,390.954,409,0
2003-02-12,390.363,382.3,8.06299999999999
2003-02-13,368.932,378.7,0
2003-02-14,340.31,447.37,0
2003-02-15,340.542,364.13,0
2003-02-16,343.711,361.98,0
2003-02-17,346.359,362.52,0
2003-02-18,344.321,345.74,0
2003-02-19,342.914,342.4,0.51400000000001
2003-02-20,349.094,340.23,8.86399999999998
2003-02-21,350.158,309.36,40.798
2003-02-22,302.077,266.2,35.877
2003-02-23,286.353,315.51,0
2003-02-24,290.42,263.47,26.95
2003-02-25,206.895,215.2,0
2003-02-26,177.483,200.3,0
2003-02-27,176.099,200,0
2003-02-28,181.882,200,0
2003-03-01,202.991,187.34,15.651
2003-03-02,202.738,184.5,18.238
2003-03-03,203.245,200,3.245
2003-03-04,202.964,235.58,0
2003-03-05,201.659,183.71,17.949
2003-03-06,201.113,0,201.113
2003-03-07,200.518,0,200.518
2003-03-08,199.66,199.89,0
2003-03-09,199.09,182.91,16.18
2003-03-10,200.53,196.46,4.06999999999999
2003-03-11,202.203,193.41,8.79300000000001
2003-03-12,201.811,150,51.811
2003-03-13,117.503,24.96,92.543
2003-03-14,13.521,26.99,0
2003-03-15,33.37,104.48,0
2003-03-16,237.14,269.92,0
2003-03-17,248.748,269.91,0
2003-03-18,213.734,184.55,29.184
2003-03-19,198.994,155.39,43.604
2003-03-20,199.009,179.47,19.539
2003-03-21,198.449,179.32,19.129
2003-03-22,198.059,180.34,17.719
2003-03-23,198.693,180.07,18.623
2003-03-24,198.557,180.06,18.497
2003-03-25,163.277,134.81,28.467
2003-03-26,151.219,132.1,19.119
2003-03-27,150.886,127.02,23.866
2003-03-28,150.545,135.38,15.165
2003-03-29,150.41,135.74,14.67
2003-03-30,151.011,134.55,16.461
2003-03-31,151.682,135.28,16.402
2003-04-01,123.088,50.32,72.768
2003-04-02,35.869,55,0
2003-04-03,124.98,120,4.98
2003-04-04,129.522,120,9.52199999999999
2003-04-05,128.509,120,8.50899999999999
2003-04-06,127.016,120,7.01600000000001
2003-04-07,128.09,120,8.09
2003-04-08,104.039,40,64.039
2003-04-09,17.754,0,17.754
2003-04-10,8.423,62.8,0
2003-04-11,75.879,159.02,0
2003-04-12,82.133,90.26,0
2003-04-13,84.641,90.26,0
2003-04-14,89.64,89.76,0
2003-04-15,86.881,91.18,0
2003-04-16,97.064,161.91,0
2003-04-17,90.256,97.18,0
2003-04-18,85.038,76.06,8.97799999999999
2003-04-19,83.494,75.96,7.53400000000001
2003-04-20,83.506,76.56,6.946
2003-04-21,83.901,230,0
2003-04-22,83.901,0.3,83.601
2003-04-23,83.723,79.83,3.893
2003-04-24,83.305,76.48,6.825
2003-04-25,82.797,75.71,7.087
2003-04-26,81.984,76.12,5.86399999999999
2003-04-27,81.82,76.54,5.27999999999999
2003-04-28,81.54,75.5,6.04000000000001
2003-04-29,82.614,76.27,6.34400000000001
2003-04-30,83.289,76.24,7.04900000000001
2003-05-01,89.942,75.94,14.002
2003-05-02,91.691,75.82,15.871
2003-05-03,86.28,75.58,10.7
2003-05-04,85.402,75.92,9.482
2003-05-05,84.613,76.34,8.273
2003-05-06,84.353,76.29,8.06299999999999
2003-05-07,84.082,75.88,8.202
2003-05-08,83.559,75.63,7.929
2003-05-09,81.983,74.88,7.10300000000001
2003-05-10,83.628,81.46,2.16800000000001
2003-05-11,86.621,76.88,9.741
2003-05-12,88.569,77.29,11.279
2003-05-13,92.505,77.3,15.205
2003-05-14,88.682,77.19,11.492
2003-05-15,87.869,76.75,11.119
2003-05-16,86.724,76.75,9.974
2003-05-17,86.568,76.65,9.91799999999999
2003-05-18,86.891,76.6,10.291
2003-05-19,102.699,77.27,25.429
2003-05-20,208.604,77.65,130.954
2003-05-21,199.947,77.53,122.417
2003-05-22,128.371,77.25,51.121
2003-05-23,107.174,77.04,30.134
2003-05-24,364.227,76.78,287.447
2003-05-25,251.032,77.25,173.782
2003-05-26,134.106,77.61,56.496
2003-05-27,110.294,77.7,32.594
2003-05-28,100.898,77.24,23.658
2003-05-29,95.999,77.09,18.909
2003-05-30,93.057,76.51,16.547
2003-05-31,59.736,0,59.736
2003-06-01,20.189,50.59,0
2003-06-02,89.385,76.85,12.535
2003-06-03,81.168,25.96,55.208
2003-06-04,27.549,0,27.549
2003-06-05,53.22,0,53.22
2003-06-06,190.942,0,190.942
2003-06-07,1081.189,0,1081.189
2003-06-08,358.111,0,358.111
2003-06-09,131.637,0,131.637
2003-06-10,77.607,0.16,77.447
2003-06-11,56.223,3.54,52.683
2003-06-12,44.023,6,38.023
2003-06-13,53.544,0,53.544
2003-06-14,101.489,0,101.489
2003-06-15,105.22,0,105.22
2003-06-16,87.932,0,87.932
2003-06-17,70.88,0,70.88
2003-06-18,58.026,0,58.026
2003-06-19,49.381,0,49.381
2003-06-20,68.015,25.89,42.125
2003-06-21,47.229,0,47.229
2003-06-22,56.646,0,56.646
2003-06-23,76.866,0,76.866
2003-06-24,81.425,45.84,35.585
2003-06-25,153.719,118.9,34.819
2003-06-26,225.916,197.61,28.306
2003-06-27,519.613,206.54,313.073
2003-06-28,1409.982,205.93,1204.052
2003-06-29,894.717,202.67,692.047
2003-06-30,1268.689,0,1268.689
2003-07-01,376.012,0,376.012
2003-07-02,277.137,26.24,250.897
2003-07-03,243.506,0,243.506
2003-07-04,220.084,0,220.084
2003-07-05,199.516,60.7,138.816
2003-07-06,184.218,97.74,86.478
2003-07-07,169.374,98.21,71.164
2003-07-08,158.36,89.28,69.08
2003-07-09,151.527,97.87,53.657
2003-07-10,147.297,97.71,49.587
2003-07-11,143.343,97.53,45.813
2003-07-12,169.99,97.41,72.58
2003-07-13,487.918,97.93,389.988
2003-07-14,289.517,98.48,191.037
2003-07-15,216.06,98.29,117.77
2003-07-16,182.705,98.11,84.595
2003-07-17,166.028,97.81,68.218
2003-07-18,155.725,97.58,58.145
2003-07-19,150.842,97.45,53.392
2003-07-20,147.399,97.91,49.489
2003-07-21,144.636,98.53,46.106
2003-07-22,160.8,98.53,62.27
2003-07-23,220.905,98.13,122.775
2003-07-24,567.057,97.93,469.127
2003-07-25,1736.94,97.68,1639.26
2003-07-26,1922.48,97.68,1824.8
2003-07-27,569.33,97.91,471.42
2003-07-28,373.74,98.46,275.28
2003-07-29,614.285,98.52,515.765
2003-07-30,529.698,98.26,431.438
2003-07-31,354.535,91.72,262.815
2003-08-01,261.571,63.3,198.271
2003-08-02,207.72,55.95,151.77
2003-08-03,181.14,55.86,125.28
2003-08-04,159.813,56.31,103.503
2003-08-05,152.29,56.28,96.01
2003-08-06,678.055,56.25,621.805
2003-08-07,583.996,56.36,527.636
2003-08-08,364.734,56.18,308.554
2003-08-09,298.941,56.1,242.841
2003-08-10,289.637,56.3,233.337
2003-08-11,303.555,56.57,246.985
2003-08-12,723.197,56.49,666.707
2003-08-13,418.345,56.26,362.085
2003-08-14,465.126,56.15,408.976
2003-08-15,385.546,56.25,329.296
2003-08-16,279.89,56.04,223.85
2003-08-17,235.89,56.17,179.72
2003-08-18,229.775,56.45,173.325
2003-08-19,213.842,56.52,157.322
