dates;obs;ERA5;m_1;m_10;m_11;m_12;m_13;m_14;m_15;m_16;m_17;m_18;m_19;m_2;m_20;m_21;m_22;m_23;m_24;m_25;m_3;m_4;m_5;m_6;m_7;m_8;m_9
24-Feb-1998 12:00:00;NaN;1.993496;1.174157;-0.2866873;-0.2031971;-0.2489925;0.720945;0.4810178;0.5305734;2.1084;0.7583333;0.8726277;1.00163;0.2606237;0.6074198;-0.1514327;0.6843346;-0.02644169;-0.1514327;0.1486641;-0.2405377;0.1141598;-0.1192018;-0.1866448;-0.1993595;0.8066251;1.602293
25-Feb-1998 12:00:00;NaN;2.023283;1.172166;-0.2841998;-0.2005862;-0.2483339;0.9177813;0.4813501;0.5338765;1.963427;0.7584817;0.8722178;1.00058;0.2636972;0.6078471;-0.1488654;0.6846244;-0.02614594;-0.1488654;0.150775;-0.2403298;0.1145224;-0.1190674;-0.1858681;-0.1957518;0.806637;1.598794
26-Feb-1998 12:00:00;NaN;2.288668;1.170105;-0.2807383;-0.1979606;-0.2474052;1.243779;0.4816047;0.537356;1.381981;0.7586777;0.8716126;0.9996847;0.2680334;0.6083301;-0.1459777;0.6848596;-0.0259359;-0.1459777;0.1538691;-0.2401647;0.1149882;-0.1188631;-0.1849093;-0.1918885;0.807657;1.595245
27-Feb-1998 12:00:00;NaN;2.4987;1.168309;-0.2782841;-0.1960645;-0.2463933;1.368658;0.4816271;0.5410265;1.741414;0.7588642;0.8712682;0.9988079;0.2721052;0.6089911;-0.1432219;0.6850683;-0.02578076;-0.1432219;0.1570946;-0.2399794;0.1154834;-0.1185801;-0.1838808;-0.1891875;0.8098677;1.591662
28-Feb-1998 12:00:00;NaN;2.379196;1.16677;0.03238116;-0.194792;-0.2453295;1.359677;0.4814962;0.5440031;1.934434;0.759042;0.8708681;0.9979246;0.2749395;0.6096801;-0.1407155;0.6852909;-0.0254625;-0.1407155;0.1602611;-0.2397559;0.1160277;-0.1182693;-0.1828338;-0.187626;0.8112718;1.588112
01-Mar-1998 12:00:00;NaN;1.986637;-0.2526096;-0.2689052;-0.2625682;0.7650628;0.1448696;0.7800346;-0.2874254;-0.2767492;1.132057;-0.2612523;-0.2513406;-0.2637977;-0.2644523;-0.2527492;0.5052031;-0.2462923;-0.2527492;-0.2409216;-0.2711791;-0.2750364;-0.2715009;-0.2555448;-0.2825749;1.119877;-0.2845781
02-Mar-1998 12:00:00;NaN;1.856379;-0.2496497;-0.2671933;-0.2616959;0.8032373;0.5279843;0.542421;-0.2867645;-0.275626;1.230326;-0.2582127;-0.2484114;-0.2619015;-0.262988;-0.2505876;0.9070761;-0.2436546;-0.2505876;-0.2359523;-0.2696527;-0.2735277;-0.2694349;-0.2531976;-0.281904;0.5597279;-0.2835876
03-Mar-1998 12:00:00;NaN;1.858536;-0.2478218;-0.2655016;-0.2609583;0.8576562;0.665244;0.2322713;-0.2859805;-0.2742932;0.9833702;-0.2552695;-0.2454868;-0.2600385;-0.2605633;-0.2475459;1.079591;-0.240262;-0.2475459;-0.2307201;-0.2676697;-0.2725005;-0.2673813;-0.2498578;-0.2815183;0.3378946;-0.2822907
04-Mar-1998 12:00:00;NaN;1.864067;-0.2460684;-0.263794;-0.2600734;0.8715101;0.62907;-0.02503902;-0.2851909;-0.2712812;0.9727542;-0.2522961;-0.2426425;-0.2583776;-0.2565946;-0.2422224;1.049334;-0.2335078;-0.2422224;-0.2260024;-0.2654314;-0.2717547;-0.265337;-0.2455027;-0.2810223;0.3472247;-0.2808504
05-Mar-1998 12:00:00;NaN;1.873205;-0.2445151;-0.2621745;-0.259049;0.8064111;0.6337385;0.3756276;-0.2843978;-0.2680713;0.9820948;-0.2492453;-0.2398665;-0.2565604;-0.2512851;-0.2344162;0.8339103;-0.2245647;-0.2344162;-0.2216849;-0.2630672;-0.2709063;-0.2639577;-0.24266;-0.2799025;0.3519684;-0.2795797
06-Mar-1998 12:00:00;NaN;1.881375;-0.2430983;-0.2606792;-0.2581011;0.7556188;0.6172212;0.9147925;-0.2838449;-0.2648557;0.9770256;-0.246672;-0.2374936;-0.254456;-0.2464437;-0.227044;0.7827892;-0.2161828;-0.227044;-0.2164192;-0.2597786;-0.2701238;-0.262703;-0.2405627;-0.2783054;0.3564504;-0.2787032
07-Mar-1998 12:00:00;NaN;1.88917;-0.2408295;-0.2596345;-0.2571458;0.5744243;0.6339803;1.366891;-0.2834618;-0.2606024;0.6843175;-0.2441951;-0.2351111;-0.2522051;-0.2406259;0.0929516;0.7967792;-0.2087287;0.0929516;-0.2105753;-0.2563818;-0.2693885;-0.2610485;-0.238313;-0.276706;0.3627581;-0.2778636
08-Mar-1998 12:00:00;NaN;1.147039;-0.2359208;-0.2588605;-0.2556702;0.7174371;0.5473756;1.577839;-0.2831262;-0.2572062;0.6418062;-0.2423847;-0.2326685;-0.2498288;-0.2332767;0.4187251;0.7326828;-0.2023798;0.4187251;-0.2054577;-0.2535487;-0.2681756;-0.2588947;-0.2358716;-0.2749873;0.3699942;-0.2770968
09-Mar-1998 12:00:00;NaN;-0.0818639;-0.2316684;-0.2581828;-0.2538738;0.6313736;0.459432;1.459626;-0.2825026;-0.2545066;0.7020676;-0.2405783;-0.2312114;-0.2475782;-0.2280406;0.7811515;1.058909;-0.1965914;0.7811515;-0.200739;-0.2510796;-0.265919;-0.2563044;-0.2338491;-0.2730109;0.3764511;-0.2765054
10-Mar-1998 12:00:00;NaN;0.07814677;-0.2271261;-0.2575347;-0.2518027;0.6227448;0.3072982;1.51856;-0.2815857;-0.2522072;0.7552696;-0.2380985;-0.2302774;-0.2458858;-0.2220487;0.9539013;1.720986;-0.189805;0.9539013;-0.1955475;-0.2481042;-0.2631257;-0.2537837;-0.2324186;-0.2707585;0.3814675;-0.2754211
11-Mar-1998 12:00:00;NaN;0.1770638;-0.2198599;-0.2565912;-0.2486803;1.178458;0.1431136;1.862521;-0.280647;-0.2492422;0.7958826;-0.2355159;-0.2293375;-0.244074;-0.214428;1.021839;2.210798;-0.1828165;1.021839;-0.1902005;-0.2439238;-0.2607558;-0.2513676;-0.2306039;-0.2683957;0.3867732;-0.2739433
12-Mar-1998 12:00:00;NaN;0.2451519;-0.211917;-0.2550239;-0.244616;1.644149;0.2180719;2.21531;-0.2797004;-0.2455158;0.8538515;-0.2333422;-0.2279615;-0.2426771;-0.2072038;1.228687;2.445135;-0.1745805;1.228687;-0.1851707;-0.2401788;-0.2583677;-0.2486929;-0.2271796;-0.2665759;0.3919975;-0.2723124
13-Mar-1998 12:00:00;NaN;0.297988;-0.2040394;-0.2531572;-0.2404977;2.02435;0.2258581;2.429134;-0.2787546;-0.2413499;0.8629791;-0.2312553;-0.2257082;-0.2419721;-0.1997741;1.408832;2.564631;-0.1650342;1.408832;-0.1803256;-0.237297;-0.2548578;-0.2461967;-0.2210471;-0.264074;0.3975143;-0.2704864
14-Mar-1998 12:00:00;NaN;0.3395548;-0.1949938;-0.2513613;-0.2364178;2.431609;0.2292753;2.541981;-0.2778467;-0.2377385;0.8733441;-0.2290351;-0.2228722;-0.2412068;-0.1908454;1.481726;2.538591;-0.155811;1.481726;-0.1756667;-0.2332422;-0.251149;-0.2439907;-0.2141501;-0.2607566;0.4027454;-0.2687228
15-Mar-1998 12:00:00;NaN;0.3743356;-0.1869727;-0.2495245;-0.2320927;2.566283;0.02179339;2.69839;-0.2770675;-0.2343489;1.106094;-0.2271353;-0.2198394;-0.2405078;0.6604701;1.433092;2.503631;-0.147183;1.433092;-0.1719376;-0.2296074;-0.248295;-0.2414194;-0.2082479;-0.2572497;0.4086464;-0.2670645
16-Mar-1998 12:00:00;NaN;0.2801984;-0.1817891;-0.2476703;-0.2277486;2.90646;0.297696;2.915339;-0.2763832;-0.2308258;1.306787;-0.2258496;-0.2175051;-0.2397973;1.051015;1.63998;2.457876;-0.1381173;1.63998;-0.167849;-0.2272912;-0.2450579;-0.2385647;-0.2007665;-0.2533576;0.4152167;-0.2653747
17-Mar-1998 12:00:00;NaN;0.571972;0.3559507;-0.2460905;-0.2233987;3.299173;0.4859404;3.19373;-0.2756589;-0.2262395;1.474576;-0.2249585;-0.2149674;-0.2382834;1.113952;1.963128;2.245972;-0.1309438;1.963128;-0.162989;-0.2237814;-0.2387293;-0.2357034;-0.193699;-0.2498889;0.421241;-0.2636625
18-Mar-1998 12:00:00;NaN;0.8208342;0.3927726;-0.2444936;-0.2189047;3.337325;0.4110523;3.489785;-0.2749987;-0.2204295;1.653888;-0.2234603;-0.2126019;-0.2356349;1.239259;2.101778;2.125467;-0.1230566;2.101778;-0.1582895;-0.2180236;-0.230697;-0.2328696;-0.1876163;-0.2465786;0.4281417;-0.2621036
19-Mar-1998 12:00:00;NaN;0.9404469;0.1742631;-0.2427958;-0.2142921;3.47089;0.5648491;3.679558;-0.2744915;-0.2145394;1.620637;-0.2217642;-0.2112531;-0.2318663;1.642332;2.324264;2.192091;-0.1110169;2.324264;-0.1550281;-0.2137062;-0.2235808;-0.2304666;-0.1792815;-0.2434721;0.4360614;-0.2607968
20-Mar-1998 12:00:00;NaN;0.968537;0.1285723;-0.241443;-0.2096115;3.605417;0.7701595;3.787812;-0.2739463;-0.2104651;1.568944;-0.2207978;-0.2090195;-0.2273988;1.858371;2.609015;2.228832;0.5232372;2.609015;-0.1534065;-0.2116263;-0.2194103;-0.2280123;-0.1696093;-0.2408169;0.4421074;-0.2592167
21-Mar-1998 12:00:00;NaN;1.104187;-0.04114982;-0.2407381;-0.2047557;3.685489;0.7663943;3.938568;-0.2733238;-0.2083184;1.612928;-0.2199815;-0.2050499;-0.2224728;1.914248;2.640642;2.243327;0.7216746;2.640642;-0.1513879;-0.2071621;-0.2119925;-0.2247542;-0.1575975;-0.2381771;0.4460605;-0.2575392
22-Mar-1998 12:00:00;NaN;1.300624;-0.1425779;-0.2399104;-0.2012937;3.802796;0.6283751;4.15396;-0.272742;-0.2040004;1.72774;-0.2185233;-0.2020785;-0.2170394;1.883662;2.628622;2.43313;0.955922;2.628622;-0.1485535;-0.2019937;-0.198683;-0.221174;0.4013743;-0.2363639;0.4496114;-0.2561961
23-Mar-1998 12:00:00;NaN;1.477856;-0.1316579;-0.2388759;-0.1985771;3.887243;0.6282943;4.370648;-0.2717629;-0.1997836;1.842655;-0.2156635;-0.200711;-0.2113804;1.804068;2.547046;3.026413;1.143002;2.547046;-0.1448466;-0.1965301;0.3473344;-0.2175258;0.712791;-0.2328534;0.4559606;-0.2544205
24-Mar-1998 12:00:00;NaN;1.602227;-0.1220939;-0.2376088;-0.1956309;3.842213;0.6538657;4.465706;-0.2701614;-0.1962704;1.830725;-0.2121391;-0.1993363;-0.2050043;1.752185;2.64178;3.468158;1.253671;2.64178;-0.1401953;-0.1905635;0.5308392;-0.2139465;1.116785;-0.2268183;0.466396;-0.2516417
25-Mar-1998 12:00:00;NaN;1.918054;-0.1112354;-0.23539;-0.1914566;3.812359;0.5047683;4.801058;-0.2681748;-0.1907089;1.688491;-0.2088539;-0.1978098;-0.1976664;1.685621;2.769094;3.622441;1.382728;2.769094;-0.1355361;-0.1838918;0.6206518;-0.210864;1.359444;-0.2197313;0.4776917;-0.2485125
26-Mar-1998 12:00:00;NaN;2.334589;-0.1001216;-0.2324682;-0.1859086;3.957971;0.2777731;5.051712;-0.2658322;-0.1829984;1.70589;-0.2050992;-0.1958305;-0.1895397;1.505277;3.023372;3.739085;1.584708;3.023372;-0.1312642;-0.1758483;0.7246829;-0.2077072;1.400778;-0.2116052;0.4892344;-0.2446292
27-Mar-1998 12:00:00;NaN;2.685799;-0.09165438;-0.2295497;-0.1793108;4.13072;0.09082324;5.243516;-0.2642095;-0.1755999;1.959586;-0.2002912;-0.1919482;-0.1803591;1.352169;3.069233;3.704034;1.758474;3.069233;-0.1272622;-0.1638091;1.015971;-0.2048331;1.38225;-0.2060323;0.5036092;-0.2391007
28-Mar-1998 12:00:00;NaN;3.002329;-0.08201985;-0.2271397;-0.1716753;4.285841;0.1280304;5.618029;-0.2631179;-0.1714535;2.286763;-0.194695;-0.1843003;-0.1698763;1.406653;3.106575;3.841217;2.029526;3.106575;-0.1234687;0.4264216;1.130469;-0.2032122;1.514489;-0.1995008;0.6911872;-0.2323292
29-Mar-1998 12:00:00;NaN;3.281136;-0.06811126;-0.2246535;-0.1630189;4.416524;0.3420139;5.773858;-0.261044;-0.1686646;2.479149;-0.1885308;-0.1757622;-0.1583407;1.585942;3.366458;4.04061;2.255561;3.366458;-0.1196227;0.5316336;1.374568;-0.2011868;1.848098;-0.1879606;0.8969525;-0.2231568
30-Mar-1998 12:00:00;NaN;3.568494;-0.05723384;-0.2214131;-0.153439;4.421405;0.6715855;5.637426;-0.257788;-0.1622205;2.697954;-0.1825638;-0.1684203;-0.1487932;1.731311;3.336169;4.011213;2.432979;3.336169;-0.1154672;0.8101165;1.310163;-0.1990676;2.177676;-0.1748142;1.024794;-0.2122741
31-Mar-1998 12:00:00;NaN;3.859502;-0.04495201;-0.2166628;-0.1439535;4.551975;0.9998387;5.546657;-0.2544619;0.4363425;2.96643;-0.1764377;-0.1592191;-0.1373005;1.817356;3.353363;4.000372;2.644979;3.353363;-0.1111227;1.257064;1.406529;-0.1971876;2.297952;-0.1636889;1.122133;-0.2000715
01-Apr-1998 12:00:00;NaN;4.149107;-0.02994431;-0.2102356;-0.1369237;4.729501;1.235565;5.635605;-0.250918;0.926556;3.066785;-0.1685606;-0.1455175;-0.121563;1.951899;3.480924;4.254531;2.92075;3.480924;-0.1071153;1.733759;1.982045;-0.1931965;2.411339;-0.1576771;1.245333;0.5769326
02-Apr-1998 12:00:00;NaN;4.055196;0.6907378;-0.2024814;-0.1293933;4.724151;1.363822;5.677086;-0.2471733;1.176088;2.943026;-0.1588559;0.8300418;-0.1057781;2.22516;3.491006;4.74383;3.074291;3.491006;-0.1042111;2.224075;2.588894;-0.1860187;2.682347;-0.1516777;1.456465;1.176826
03-Apr-1998 12:00:00;NaN;3.741286;1.190408;-0.192972;-0.1231211;4.784631;1.279764;5.551984;-0.2424106;1.669996;2.962701;-0.1496367;1.34628;0.2788173;2.682953;3.76665;5.068159;3.106779;3.76665;-0.1010651;2.655439;3.198718;-0.1785373;3.083948;0.5252643;1.673176;1.455142
04-Apr-1998 12:00:00;NaN;3.182082;1.691784;-0.181822;-0.1149196;5.072157;1.276179;5.479652;-0.2354195;2.191346;3.174789;-0.1403098;2.025978;0.894354;3.208125;4.113832;5.204801;3.198775;4.113832;-0.09854924;3.012697;3.737467;-0.1727163;3.554394;0.8405728;1.885744;1.897354
05-Apr-1998 12:00:00;NaN;2.902291;2.103884;-0.1687199;1.057967;5.166386;1.374524;5.505193;-0.2274609;2.453204;3.526619;-0.1297916;2.583564;1.2631;3.574542;4.299237;5.577457;3.287931;4.299237;-0.09641187;3.36602;4.009724;-0.1634129;3.891515;1.168907;1.985327;2.388309
06-Apr-1998 12:00:00;NaN;3.090869;2.531156;-0.1549141;1.456087;5.210709;1.671545;5.56002;-0.2190557;2.85037;3.810672;-0.1174637;2.701373;1.651864;3.881303;4.331646;5.725059;3.336066;4.331646;-0.09374786;3.657336;4.661448;0.438103;4.060458;1.490195;1.939271;2.601429
07-Apr-1998 12:00:00;NaN;3.361472;2.827978;-0.1410374;1.718796;5.233377;2.197659;6.048265;-0.2089198;3.256263;4.007742;-0.103492;2.668112;2.00561;4.181104;5.108102;5.671366;3.489768;5.108102;-0.09060896;3.857585;5.016786;1.186055;4.268685;1.840544;2.033479;2.608772
08-Apr-1998 12:00:00;NaN;3.561096;2.957162;-0.1244929;2.005956;5.668666;2.399853;6.438563;-0.1971298;3.540088;3.923065;-0.09061353;2.746044;2.473252;4.422191;5.251586;5.742867;3.758209;5.251586;-0.08582826;4.120129;5.4157;2.21328;4.734285;2.158085;2.109898;3.159729
09-Apr-1998 12:00:00;NaN;3.63724;3.247845;0.2279548;2.348746;5.956321;2.549352;6.683416;-0.1872663;3.857815;3.856263;-0.07976228;3.093064;2.837657;4.605243;5.349698;5.778918;4.043414;5.349698;-0.0800529;4.17176;5.600992;2.928274;4.9197;2.532454;2.452145;3.724202
10-Apr-1998 12:00:00;NaN;3.724237;3.699785;0.8862332;2.584815;6.210715;3.127239;6.71618;-0.1804735;4.229383;3.889987;-0.0659782;3.418683;3.009725;4.660887;5.394071;5.81627;4.195817;5.394071;-0.07395432;4.209881;5.788303;3.432791;4.966759;2.798607;2.977475;3.969152
11-Apr-1998 12:00:00;NaN;3.814939;4.196416;1.491915;2.675983;6.360472;3.677526;6.74247;-0.1710067;4.289083;3.690452;-0.04701849;3.565171;3.202867;5.124834;5.431339;5.844888;4.231052;5.431339;-0.06728191;4.250634;6.160422;3.679247;5.140791;2.906046;3.165371;4.002072
12-Apr-1998 12:00:00;NaN;3.667289;4.448554;1.970053;2.782173;6.519732;4.018615;6.774018;0.7072858;4.309252;3.256174;1.044321;3.787934;3.406359;5.514634;5.473371;5.874586;4.221684;5.473371;-0.06061348;4.292787;6.144351;3.63417;5.199293;3.14409;3.361545;4.442513
13-Apr-1998 12:00:00;NaN;3.433558;4.481581;2.412516;2.890695;6.700488;4.332276;6.812324;1.053035;4.88307;3.091729;1.64843;4.023172;3.689885;5.6915;5.498555;5.913851;4.36721;5.498555;-0.05252296;4.325871;6.234679;3.823714;5.304904;3.279556;3.797698;4.797812
14-Apr-1998 12:00:00;NaN;3.431389;5.100174;2.882868;3.453845;6.730205;4.600616;6.852551;1.558976;5.047231;3.373619;2.226478;4.111142;4.03366;5.755936;5.900003;7.140113;4.737819;5.900003;-0.04238768;4.353162;6.429044;4.169639;5.471809;3.465381;4.183727;4.834807
15-Apr-1998 12:00:00;NaN;3.67182;5.293043;3.181092;4.180741;6.782412;4.74552;6.893391;2.287638;5.3147;3.649974;2.754787;4.131773;4.2997;5.803091;5.926059;7.249206;4.984971;5.926059;-0.03493448;4.382803;6.425731;4.385256;5.60251;4.067525;4.380414;4.87174
16-Apr-1998 12:00:00;NaN;3.747847;5.329575;3.448017;4.586683;6.84837;5.117527;6.929327;2.946449;5.511379;4.015964;3.300005;4.36503;4.35358;5.852023;6.061491;7.334492;5.021393;6.061491;-0.0264474;4.417569;6.381484;4.780821;5.643416;4.600664;4.59906;4.941771
17-Apr-1998 12:00:00;NaN;3.735092;5.364056;3.650488;4.891432;6.880706;5.576188;6.964036;3.544133;5.691496;4.308848;3.732629;4.82207;4.649618;5.904791;6.120715;7.582631;5.054818;6.120715;-0.01248772;4.447533;6.362853;4.999074;5.681659;4.74508;4.762504;5.020145
18-Apr-1998 12:00:00;NaN;3.937776;5.400701;4.032573;5.317999;6.912971;5.825905;6.993488;3.943669;5.741286;4.722705;4.138382;5.052405;4.757183;5.952714;6.143053;7.62154;5.079676;6.143053;-0.001986104;4.470451;6.402974;5.091064;5.720315;4.800518;4.805356;5.106147
19-Apr-1998 12:00:00;NaN;4.144841;5.442881;4.589215;5.625925;6.946656;5.869342;7.019175;4.171655;6.002468;5.028083;4.368583;5.103584;4.805789;6.005901;6.16291;7.652141;5.106257;6.16291;0.6875517;4.508326;6.282452;5.298845;5.763033;4.821659;4.850174;5.196251
20-Apr-1998 12:00:00;NaN;4.182627;5.466885;4.720165;6.062289;6.986026;5.913906;7.0422;4.88018;6.399563;5.110395;4.409145;5.149968;4.779348;6.317281;6.21207;7.672216;5.129826;6.21207;1.431587;4.557122;5.881468;5.348161;5.806633;5.450497;6.068791;5.286697
21-Apr-1998 12:00:00;NaN;4.213235;6.874123;4.75911;6.105594;7.028155;5.957801;7.888912;4.988835;6.843359;5.129525;4.44757;5.188207;4.745388;7.742365;6.309332;8.727117;5.192947;6.309332;2.180882;4.610048;5.699742;5.380692;5.844043;5.828431;6.284174;5.362155
22-Apr-1998 12:00:00;NaN;4.242406;7.028976;5.63974;6.150687;7.068853;5.993561;9.496184;5.019514;7.146915;5.67933;4.676175;5.226065;4.763231;7.899578;6.410859;9.763559;6.701392;6.410859;2.742003;4.668773;5.685837;6.377546;5.871755;6.019579;6.375714;7.922156
23-Apr-1998 12:00:00;NaN;4.269367;7.268398;5.7346;6.201591;7.109861;6.031864;9.425298;5.045783;7.329543;5.882289;4.741595;5.271196;4.822143;7.934721;6.512055;9.994682;6.916162;6.512055;3.099717;4.92443;5.796053;6.633736;5.905795;6.625065;6.826591;8.301515
24-Apr-1998 12:00:00;NaN;4.292776;7.696552;5.776964;6.237877;7.152743;6.078133;9.366625;5.06791;7.779133;6.1435;4.80882;5.320767;5.112135;7.973557;6.608372;10.07868;7.076934;6.608372;3.647966;5.284863;5.937705;6.660102;5.943818;6.721272;6.778546;8.307577
25-Apr-1998 12:00:00;NaN;4.31252;7.882859;5.8195;6.272836;7.197322;6.12558;9.323776;6.342093;8.111577;6.168621;4.877259;5.372092;5.235377;8.01582;6.702204;10.11989;7.112084;6.702204;4.115324;5.55805;6.031603;6.670132;5.974172;7.049963;7.02255;8.276606
26-Apr-1998 12:00:00;NaN;4.332972;7.929106;5.860757;6.310669;8.293837;6.167158;9.298941;6.728283;8.142711;6.575487;4.947002;5.421246;5.252978;8.055064;6.787949;10.14936;7.134062;6.787949;4.454554;5.772343;6.126975;7.0904;5.999928;7.171208;7.256633;8.37489
27-Apr-1998 12:00:00;NaN;4.364726;7.958524;5.894618;6.35266;8.485519;6.195981;9.294684;6.828847;8.182877;6.648561;5.015727;5.459445;5.326507;8.09735;6.86428;10.16216;7.558226;6.86428;4.783326;5.955752;6.160133;7.175523;6.020124;7.201316;7.296175;8.411852
28-Apr-1998 12:00:00;NaN;4.392498;7.972007;5.92327;6.406541;8.633007;6.22276;9.304151;6.876045;8.223666;6.983152;5.084799;7.314169;5.606311;8.148281;6.937262;10.17737;7.761587;6.937262;4.814239;6.117609;6.182802;7.771054;6.037918;7.221114;7.34097;8.419977
29-Apr-1998 12:00:00;NaN;4.413995;7.988411;5.962192;6.468753;8.702064;9.353302;9.326824;6.920869;8.2682;7.18733;5.152929;7.309189;6.05219;8.205741;7.009106;10.2091;8.012988;7.009106;4.848121;6.24305;6.192611;8.0121;6.056483;7.656504;7.375719;8.309242
30-Apr-1998 12:00:00;NaN;4.451809;8.755641;6.018848;6.534811;8.755383;9.435019;9.353674;6.966554;8.31846;7.232253;5.21393;7.472939;6.289672;8.255132;7.079507;10.41217;8.206531;7.079507;6.180345;6.343808;6.204721;8.09088;6.077792;7.976555;7.405478;8.36531
01-May-1998 12:00:00;NaN;4.503407;9.000097;8.139672;6.583088;8.800717;9.549107;9.381787;7.018933;8.368025;7.387181;5.263716;7.504068;6.324255;8.305188;7.149354;10.25226;8.24213;7.149354;6.545604;9.960058;6.228377;8.189145;6.114297;8.499611;7.443943;8.447193
02-May-1998 12:00:00;NaN;4.548353;9.118052;8.358468;6.633727;8.853326;9.590622;9.411052;7.073892;8.407562;7.420766;5.305287;7.540306;6.360234;10.47258;7.215469;9.833607;8.28245;7.215469;6.846983;10.18973;6.26541;8.24079;6.157207;8.98333;7.490409;8.618813
03-May-1998 12:00:00;NaN;4.594392;9.181092;8.461701;9.202949;8.912291;9.627547;9.423985;7.123041;8.436598;8.073112;5.350694;7.587283;6.390559;10.67422;7.279994;9.685637;8.328115;7.279994;6.891538;10.32002;6.296195;8.28158;6.186639;9.269608;7.539957;8.63922
04-May-1998 12:00:00;NaN;4.647593;9.213145;8.490287;9.395339;8.969786;9.664026;9.431635;7.162328;8.462172;8.221275;5.395252;7.638832;6.421437;10.70433;7.336265;9.7361;8.357121;7.336265;6.932718;10.36066;6.318386;8.31936;6.219131;9.451166;7.581906;8.659848
05-May-1998 12:00:00;NaN;4.702336;9.240092;8.505857;9.516668;9.031548;9.692889;9.439953;7.189713;8.491026;8.521969;5.435168;7.691387;6.456678;10.73387;7.395038;9.775964;8.372269;7.395038;6.971853;11.01681;6.354364;8.364633;6.257389;9.512157;7.607933;8.696031
06-May-1998 12:00:00;NaN;4.752406;9.267889;8.524903;9.625723;9.08404;9.721388;9.444062;7.217418;8.528687;8.622702;5.490034;7.742313;6.496207;10.84703;7.460402;9.824922;8.389586;7.460402;7.016808;11.08769;6.403565;8.407498;6.292912;9.863308;7.627137;8.742876
07-May-1998 12:00:00;NaN;4.803336;9.302957;8.547351;9.787476;9.129995;9.742475;10.23376;7.255886;8.566448;8.93661;5.573981;7.789094;6.543229;11.13029;7.527255;9.865608;9.943715;7.527255;7.068468;11.14782;6.449944;8.446618;6.334523;9.9493;7.651512;8.785247
08-May-1998 12:00:00;NaN;4.864373;9.348407;8.572583;10.00505;9.18416;9.757554;10.3251;7.303867;8.602209;9.189861;10.04114;7.832415;6.589162;11.27731;7.588917;9.898833;10.29065;7.588917;7.123041;11.18503;6.492487;8.487204;6.383979;9.835904;7.692451;8.830271
09-May-1998 12:00:00;NaN;4.918973;9.401067;8.600555;10.04934;9.23085;9.784778;11.66893;7.358923;8.649859;9.215893;10.06386;7.878005;6.631234;11.34971;7.634255;11.7399;10.34358;7.634255;7.1763;11.22389;6.541352;8.518234;6.421699;9.71434;7.737267;8.879126
10-May-1998 12:00:00;NaN;4.968213;9.456458;8.630014;10.08689;9.269969;9.825792;11.65633;7.413436;8.689303;9.719571;10.10279;7.929622;6.670903;11.40646;7.667606;12.06814;10.39647;7.667606;7.230199;11.67265;6.595873;8.542798;6.445569;9.739077;7.771317;8.924281
11-May-1998 12:00:00;NaN;5.032181;9.492083;8.659111;10.1171;9.313075;9.873398;11.78968;7.445626;8.718478;9.743466;10.13403;7.977017;6.715722;11.45753;7.702189;12.17491;10.44972;7.702189;7.264178;11.62534;6.652829;8.567448;6.470583;9.778031;7.806818;8.960304
12-May-1998 12:00:00;NaN;5.108188;9.522215;8.693681;10.14902;9.358184;9.925776;11.86761;7.470809;8.753812;9.764425;10.52776;8.014812;6.767511;11.50007;7.743966;12.21632;10.50087;7.743966;7.283983;11.63141;6.716667;8.595487;6.499027;9.827576;7.846394;8.995207
13-May-1998 12:00:00;NaN;5.188257;9.563516;8.732878;10.18257;9.41463;9.98093;11.90652;7.508832;8.787554;9.792973;10.08311;8.061617;6.819824;11.54027;7.797035;12.35238;10.55118;7.797035;7.318425;11.67403;6.785844;8.621258;6.547912;9.875645;7.873415;9.040215
14-May-1998 12:00:00;NaN;5.270134;9.609354;8.773862;10.21948;9.457762;10.02591;12.10376;7.550304;8.816904;9.837894;9.928532;8.110549;6.873827;11.57952;8.369231;12.04;10.59465;8.369231;7.366657;11.70237;6.849677;8.644087;6.847459;9.918714;7.907795;9.090111
15-May-1998 12:00:00;NaN;5.353843;9.661161;8.818402;10.24543;9.492999;10.07345;11.61114;7.591242;8.847711;9.893088;10.02044;8.156302;6.930923;11.61562;8.77885;11.99032;10.62355;8.77885;7.423584;11.74065;6.909306;8.677779;10.05064;9.942266;7.952566;9.133257
16-May-1998 12:00:00;NaN;5.438257;9.710552;8.863483;10.27233;9.534739;10.13298;11.50129;7.637487;8.886279;9.943462;10.18873;8.205215;6.986832;11.65423;8.970788;12.03918;10.64558;8.970788;7.484535;11.77965;6.976373;8.713799;12.02891;9.964612;7.977605;9.167001
17-May-1998 12:00:00;NaN;5.524159;9.760996;8.904597;10.30268;9.573924;10.19425;11.55371;7.68338;8.930665;9.995836;10.24552;8.257913;7.0391;11.70288;9.081908;12.08204;11.25986;9.081908;7.544887;11.80625;7.04674;8.7493;12.23705;9.989353;7.996311;9.198287
18-May-1998 12:00:00;NaN;5.611534;9.807179;8.947427;10.34019;9.610866;10.25729;11.60671;7.730839;8.960581;10.05428;10.28473;8.315123;7.094677;11.7491;9.165504;12.12221;10.85612;9.165504;7.605038;11.82526;7.109151;8.79362;12.11003;10.01956;8.019506;9.223754
